customer_id,first_sku_id,first_order_date,second_sku_id,second_order_date,total_orders_lifetime,ltv_90d
CUST000151,SKU0006,2024-03-12,SKU0227,2024-05-25,3,961.0
CUST000152,SKU0009,2025-07-31,,,1,983.25
CUST000153,SKU0036,2025-06-16,,,1,1313.1
CUST000155,SKU0012,2024-11-07,SKU0141,2025-02-21,3,3920.4
CUST000156,SKU0237,2024-04-16,SKU0041,2024-07-19,2,2361.3
CUST000157,SKU0171,2024-08-09,SKU0008,2024-09-12,4,2777.5
CUST000158,SKU0014,2025-02-23,,,1,3573.4
CUST000159,SKU0113,2024-11-18,,,1,1168.0
CUST000160,SKU0053,2024-05-28,SKU0004,2024-07-05,3,4308.1
CUST000161,SKU0056,2024-08-21,SKU0038,2025-03-11,2,802.4
CUST000162,SKU0071,2024-04-27,,,1,1365.1
CUST000165,SKU0032,2024-07-20,SKU0004,2024-10-04,4,2122.8
CUST000166,SKU0252,2024-05-11,SKU0175,2025-05-10,3,392.8
CUST000167,SKU0031,2024-03-23,SKU0015,2024-10-28,3,437.75
CUST000168,SKU0167,2025-07-03,,,1,420.0
CUST000169,SKU0055,2025-08-10,SKU0145,2025-09-24,2,4442.3
CUST000170,SKU0160,2024-04-13,SKU0153,2024-05-31,5,981.75
CUST000171,SKU0117,2024-03-21,SKU0010,2025-12-24,2,2155.6
CUST000172,SKU0054,2024-07-29,SKU0038,2024-07-29,5,6936.0
CUST000173,SKU0048,2024-02-11,SKU0176,2024-09-16,4,844.9
CUST000174,SKU0240,2024-08-26,SKU0012,2025-08-04,3,1076.4
CUST000175,SKU0032,2024-04-13,SKU0017,2025-01-06,3,1254.0
CUST000176,SKU0051,2024-10-19,SKU0027,2025-04-23,2,367.5
CUST000177,SKU0164,2024-11-20,SKU0002,2025-04-02,6,851.4
CUST000178,SKU0027,2025-06-29,SKU0030,2025-08-15,2,1911.7
CUST000179,SKU0015,2024-06-03,,,1,2100.6
CUST000180,SKU0030,2024-04-18,SKU0003,2024-09-05,3,582.0
CUST000181,SKU0044,2024-06-09,SKU0007,2024-07-27,3,3496.8
CUST000182,SKU0010,2024-01-19,SKU0035,2024-02-27,4,2155.2
CUST000183,SKU0032,2024-01-01,SKU0041,2024-03-28,3,839.7
CUST000185,SKU0006,2024-05-07,SKU0045,2024-10-01,3,666.0
CUST000186,SKU0052,2024-10-08,SKU0262,2024-12-11,3,4365.4
CUST000187,SKU0009,2024-06-28,SKU0114,2025-02-17,2,2228.7
CUST000188,SKU0045,2024-06-28,,,1,1159.0
CUST000189,SKU0019,2024-08-14,SKU0222,2025-05-22,3,868.0
CUST000190,SKU0072,2024-11-29,,,1,908.8
CUST000191,SKU0037,2024-05-18,SKU0028,2024-09-21,4,954.0
CUST000192,SKU0082,2024-01-30,SKU0007,2024-04-13,2,2014.6
CUST000193,SKU0031,2025-02-07,,,1,463.5
CUST000194,SKU0270,2024-06-28,SKU0025,2024-10-25,2,2088.1
CUST000195,SKU0048,2024-09-23,SKU0171,2024-10-19,2,3334.0
CUST000196,SKU0044,2024-03-26,SKU0004,2024-08-01,3,2140.0
CUST000197,SKU0011,2024-05-09,,,1,848.35
CUST000198,SKU0233,2025-07-11,,,1,744.0
CUST000199,SKU0044,2024-10-21,SKU0005,2025-03-01,5,2140.0
CUST000200,SKU0211,2024-05-24,SKU0224,2024-07-04,4,4635.8
CUST000201,SKU0108,2025-09-08,,,1,1107.0
CUST000202,SKU0036,2024-04-14,SKU0003,2025-07-28,3,1240.15
CUST000203,SKU0030,2024-09-15,SKU0259,2025-01-26,3,276.45
CUST000204,SKU0013,2025-06-29,,,1,1081.5
CUST000205,SKU0109,2025-11-06,SKU0013,2025-12-15,2,1551.6
CUST000206,SKU0038,2024-03-16,SKU0017,2025-03-23,2,924.8
CUST000207,SKU0010,2024-12-23,SKU0103,2025-03-06,2,1035.3
CUST000208,SKU0005,2025-11-05,,,1,601.5
CUST000209,SKU0052,2024-01-12,SKU0049,2025-01-23,4,435.2
CUST000210,SKU0031,2024-03-31,SKU0196,2025-09-16,3,1081.5
CUST000211,SKU0038,2024-05-28,SKU0053,2024-11-15,5,435.2
CUST000212,SKU0021,2024-06-15,SKU0027,2025-03-18,3,730.15
CUST000213,SKU0031,2024-01-15,SKU0045,2024-11-03,3,772.5
CUST000214,SKU0054,2024-03-20,SKU0045,2024-03-30,4,1569.4
CUST000216,SKU0047,2025-01-28,,,1,1207.8
CUST000217,SKU0221,2024-02-25,SKU0045,2025-04-23,3,819.85
CUST000218,SKU0040,2024-04-11,SKU0008,2024-04-26,5,4929.85
CUST000219,SKU0230,2024-05-15,SKU0044,2024-11-23,2,377.4
CUST000220,SKU0046,2025-02-12,SKU0039,2025-03-15,2,929.9
CUST000221,SKU0033,2025-04-10,SKU0115,2025-06-26,2,2641.8
CUST000223,SKU0003,2024-11-13,SKU0017,2025-11-23,2,929.0
CUST000224,SKU0102,2024-03-09,SKU0016,2024-03-19,5,3181.1
CUST000225,SKU0194,2024-11-13,SKU0014,2025-04-19,2,508.2
CUST000226,SKU0044,2024-07-10,,,1,1070.0
CUST000227,SKU0045,2024-12-14,SKU0197,2025-04-25,4,579.5
CUST000228,SKU0004,2024-10-17,,,1,4253.4
CUST000229,SKU0012,2024-05-07,SKU0021,2025-01-25,3,2178.0
CUST000230,SKU0021,2024-09-16,SKU0010,2025-01-22,2,1460.3
CUST000231,SKU0055,2024-02-14,SKU0167,2025-07-03,3,720.1
CUST000232,SKU0029,2024-11-30,SKU0129,2025-07-17,5,2313.6
CUST000233,SKU0008,2024-04-14,SKU0084,2024-10-01,3,1520.0
CUST000234,SKU0200,2024-09-11,,,1,3319.2
CUST000235,SKU0111,2024-12-14,SKU0046,2025-11-27,2,961.2
CUST000236,SKU0092,2025-02-15,,,1,1983.6
CUST000237,SKU0113,2024-03-05,SKU0005,2024-03-27,5,2976.8
CUST000238,SKU0055,2024-04-01,SKU0042,2024-06-29,4,1187.3
CUST000239,SKU0034,2025-06-01,SKU0015,2025-07-06,4,1178.85
CUST000240,SKU0010,2024-02-17,SKU0067,2025-03-27,2,2040.0
CUST000241,SKU0028,2024-09-06,SKU0003,2024-11-08,4,1145.65
CUST000242,SKU0042,2024-05-09,,,1,1013.6
CUST000243,SKU0045,2024-07-24,SKU0017,2024-12-18,4,610.0
CUST000244,SKU0252,2024-05-15,SKU0038,2024-08-23,5,441.9
CUST000245,SKU0053,2024-02-12,SKU0055,2024-06-21,3,1046.7
CUST000246,SKU0029,2024-12-19,,,1,867.6
CUST000248,SKU0186,2024-03-10,SKU0046,2024-06-12,3,1596.3
CUST000250,SKU0050,2025-01-20,SKU0048,2025-04-24,3,553.0
CUST000251,SKU0032,2024-04-05,,,1,594.0
CUST000252,SKU0009,2024-03-10,SKU0126,2025-02-08,2,917.7
CUST000253,SKU0014,2024-06-16,SKU0029,2024-11-06,4,1051.0
CUST000254,SKU0040,2024-06-29,,,1,1112.45
CUST000255,SKU0035,2024-03-07,SKU0056,2024-08-26,4,2810.25
CUST000256,SKU0046,2024-06-17,SKU0011,2025-11-03,2,294.0
CUST000257,SKU0043,2024-09-02,SKU0001,2024-11-06,3,1201.2
CUST000258,SKU0029,2024-03-09,SKU0021,2025-08-16,3,819.4
CUST000259,SKU0263,2025-02-08,,,1,1963.5
CUST000260,SKU0004,2024-07-03,SKU0126,2024-07-19,3,3261.75
CUST000261,SKU0017,2024-03-10,SKU0010,2024-06-16,5,338.3
CUST000262,SKU0005,2024-03-27,SKU0045,2024-08-02,3,320.8
CUST000263,SKU0005,2024-10-12,SKU0027,2024-12-07,3,2248.8
CUST000264,SKU0075,2024-10-12,SKU0047,2024-12-13,2,5128.6
CUST000265,SKU0116,2025-08-23,,,1,656.2
CUST000266,SKU0013,2025-06-16,,,1,1442.0
CUST000267,SKU0015,2025-06-25,,,1,3501.0
CUST000269,SKU0025,2024-02-20,,,1,1249.5
CUST000270,SKU0038,2024-02-07,SKU0002,2024-04-29,2,2526.4
CUST000271,SKU0274,2025-07-17,SKU0014,2025-07-30,2,3782.25
CUST000272,SKU0010,2024-08-10,SKU0081,2024-12-01,2,1020.0
CUST000274,SKU0051,2024-05-10,SKU0005,2025-02-28,3,1575.0
CUST000276,SKU0015,2025-09-23,,,1,3150.9
CUST000277,SKU0054,2024-01-25,SKU0011,2025-01-01,5,1356.6
CUST000278,SKU0031,2024-04-27,SKU0036,2024-06-14,4,1626.4
CUST000279,SKU0004,2024-03-11,SKU0046,2024-08-10,4,3377.7
CUST000280,SKU0004,2024-07-20,SKU0014,2025-05-14,2,1188.45
CUST000281,SKU0041,2024-06-15,SKU0129,2025-06-21,3,191.1
CUST000282,SKU0040,2024-02-12,SKU0014,2024-06-10,5,1112.45
CUST000283,SKU0036,2025-04-28,SKU0002,2025-06-04,2,3320.05
CUST000284,SKU0010,2024-12-02,SKU0049,2025-05-30,3,544.0
CUST000285,SKU0088,2024-10-18,SKU0039,2025-08-20,2,1240.2
CUST000286,SKU0005,2024-02-05,SKU0027,2024-02-10,6,3937.8
CUST000287,SKU0048,2024-01-11,SKU0030,2024-09-27,4,944.3
CUST000288,SKU0042,2024-02-04,SKU0008,2024-02-12,6,1459.1
CUST000289,SKU0041,2025-03-21,,,1,204.75
CUST000290,SKU0048,2024-01-06,SKU0051,2024-09-13,3,944.3
CUST000291,SKU0031,2024-01-04,SKU0004,2024-04-04,6,978.5
CUST000292,SKU0038,2024-05-05,SKU0034,2025-02-23,4,462.4
CUST000293,SKU0005,2024-03-07,SKU0003,2024-05-13,3,3519.5
CUST000295,SKU0032,2024-07-04,SKU0049,2025-05-28,2,627.0
CUST000296,SKU0038,2024-04-07,SKU0028,2024-08-03,2,435.2
CUST000297,SKU0010,2024-05-10,SKU0034,2024-06-12,4,1306.0
CUST000299,SKU0032,2024-07-06,,,1,561.0
CUST000300,SKU0016,2024-10-13,SKU0005,2025-02-16,2,435.6
CUST000301,SKU0041,2024-04-14,,,1,737.1
CUST000302,SKU0053,2024-09-11,SKU0046,2025-05-10,3,1163.0
CUST000304,SKU0054,2024-09-03,SKU0031,2025-06-07,3,3855.6
CUST000305,SKU0190,2024-10-10,SKU0043,2025-06-28,2,547.4
CUST000306,SKU0123,2025-11-06,,,1,706.5
CUST000308,SKU0131,2024-02-19,SKU0002,2024-08-28,4,953.8
CUST000309,SKU0227,2024-02-14,SKU0261,2025-01-15,4,221.25
CUST000310,SKU0002,2024-08-31,SKU0056,2025-03-18,2,773.6
CUST000311,SKU0273,2025-07-26,,,1,3726.4
CUST000312,SKU0010,2024-07-23,SKU0054,2024-10-25,2,578.0
CUST000313,SKU0059,2025-06-04,,,1,1146.6
CUST000314,SKU0002,2025-01-12,SKU0030,2025-08-27,3,870.3
CUST000315,SKU0263,2024-03-05,SKU0025,2024-04-14,5,7014.15
CUST000316,SKU0032,2025-02-11,SKU0046,2025-09-08,2,627.0
CUST000317,SKU0220,2025-10-16,,,1,606.05
CUST000318,SKU0017,2024-08-21,SKU0033,2025-11-22,2,338.3
CUST000319,SKU0207,2025-11-05,,,1,3583.6
CUST000320,SKU0001,2024-12-19,SKU0084,2025-09-20,2,185.6
CUST000321,SKU0003,2024-03-21,SKU0004,2024-08-07,4,696.75
CUST000322,SKU0056,2024-05-28,,,1,448.4
CUST000323,SKU0033,2024-02-07,SKU0226,2024-03-15,2,1276.8
CUST000325,SKU0272,2025-02-25,SKU0148,2025-03-06,2,1198.45
CUST000326,SKU0016,2024-08-16,SKU0001,2025-02-17,4,459.8
CUST000327,SKU0038,2025-10-10,SKU0009,2025-12-07,2,1707.85
CUST000328,SKU0012,2024-12-21,SKU0012,2025-05-14,2,1089.0
CUST000329,SKU0034,2024-02-20,SKU0256,2024-11-16,4,323.85
CUST000330,SKU0045,2024-01-12,SKU0014,2024-01-22,3,2620.5
CUST000331,SKU0044,2024-03-31,,,1,909.5
CUST000332,SKU0211,2025-01-28,SKU0017,2025-03-28,3,733.9
CUST000333,SKU0016,2024-07-04,SKU0188,2024-12-04,3,459.8
CUST000334,SKU0045,2024-02-23,SKU0005,2024-04-13,2,929.95
CUST000335,SKU0053,2024-12-15,SKU0025,2025-01-09,2,5033.4
CUST000336,SKU0007,2024-11-18,,,1,2196.0
CUST000337,SKU0051,2024-03-14,SKU0007,2024-05-16,3,1831.5
CUST000338,SKU0253,2024-03-25,SKU0035,2025-05-20,3,604.8
CUST000339,SKU0236,2025-01-15,SKU0032,2025-10-06,2,325.55
CUST000340,SKU0193,2025-06-25,SKU0249,2025-07-14,2,1630.7
CUST000341,SKU0235,2024-01-09,SKU0046,2024-11-20,2,2594.4
CUST000343,SKU0047,2024-05-21,SKU0013,2024-07-31,4,1753.55
CUST000344,SKU0013,2024-04-10,SKU0011,2025-10-06,2,2884.0
CUST000345,SKU0006,2024-04-02,SKU0039,2024-11-12,3,1798.2
CUST000346,SKU0164,2024-09-10,,,1,2270.4
CUST000347,SKU0082,2024-04-27,SKU0045,2025-04-11,3,662.15
CUST000348,SKU0009,2024-10-29,SKU0166,2025-10-01,3,1311.0
CUST000349,SKU0009,2024-06-27,SKU0017,2025-04-28,2,3539.7
CUST000350,SKU0016,2024-06-12,,,1,411.4
CUST000352,SKU0043,2025-02-11,SKU0013,2025-10-05,2,2861.4
CUST000353,SKU0005,2024-03-31,SKU0054,2024-12-31,2,1604.0
CUST000354,SKU0024,2025-10-05,,,1,465.8
CUST000355,SKU0017,2024-12-15,,,1,716.4
CUST000356,SKU0003,2024-05-31,SKU0268,2024-11-21,3,929.0
CUST000357,SKU0121,2025-08-08,,,1,843.2
CUST000358,SKU0017,2024-08-08,SKU0013,2025-11-15,2,636.8
CUST000359,SKU0028,2024-01-10,SKU0001,2025-01-20,4,712.0
CUST000360,SKU0019,2024-01-21,SKU0009,2025-08-22,3,976.5
CUST000361,SKU0001,2024-02-14,SKU0040,2024-11-26,3,232.0
CUST000362,SKU0012,2024-01-03,,,1,1089.0
CUST000363,SKU0241,2024-10-26,SKU0031,2025-10-18,2,1213.2
CUST000364,SKU0054,2024-05-11,SKU0042,2024-06-29,5,2443.6
CUST000365,SKU0084,2025-06-11,SKU0028,2025-10-19,2,1313.0
CUST000366,SKU0016,2024-02-07,SKU0032,2024-11-17,3,459.8
CUST000367,SKU0084,2024-05-09,SKU0019,2024-11-14,2,1116.05
CUST000369,SKU0016,2025-07-15,SKU0037,2025-11-20,3,484.0
CUST000370,SKU0006,2024-03-01,SKU0001,2024-07-08,5,499.5
CUST000371,SKU0037,2024-09-17,SKU0005,2024-11-16,5,878.0
CUST000372,SKU0051,2025-01-05,SKU0017,2025-02-11,5,1149.95
CUST000373,SKU0037,2024-11-25,SKU0033,2025-03-22,3,405.45
CUST000374,SKU0046,2024-07-12,SKU0084,2024-09-18,6,1842.2
CUST000375,SKU0278,2024-01-24,SKU0024,2024-06-01,4,1241.6
CUST000376,SKU0024,2025-03-11,,,1,438.4
CUST000377,SKU0031,2024-06-20,SKU0015,2024-09-16,4,1682.0
CUST000379,SKU0043,2025-09-30,,,1,853.4
CUST000380,SKU0029,2024-10-06,SKU0011,2025-04-19,2,1831.6
CUST000381,SKU0055,2024-07-09,SKU0033,2025-06-15,4,530.6
CUST000382,SKU0009,2025-04-20,,,1,1114.35
CUST000383,SKU0030,2024-10-29,,,1,276.45
CUST000384,SKU0009,2024-07-10,,,1,1179.9
CUST000385,SKU0034,2024-05-02,SKU0171,2025-01-03,2,342.9
CUST000387,SKU0057,2024-01-25,SKU0045,2024-08-01,6,3516.0
CUST000388,SKU0037,2024-05-27,SKU0029,2025-03-07,2,453.15
CUST000389,SKU0008,2024-08-30,SKU0102,2024-10-30,3,1822.5
CUST000390,SKU0040,2025-01-22,,,1,819.7
CUST000391,SKU0194,2024-08-03,SKU0016,2024-09-26,4,1718.2
CUST000392,SKU0027,2024-09-21,SKU0055,2025-01-16,7,1689.0
CUST000393,SKU0014,2024-08-27,SKU0189,2024-11-25,2,1460.85
CUST000394,SKU0040,2025-05-06,,,1,1053.9
CUST000395,SKU0037,2025-07-13,,,1,357.75
CUST000396,SKU0046,2025-07-20,,,1,294.0
CUST000397,SKU0045,2024-03-30,SKU0045,2024-07-12,6,457.5
CUST000398,SKU0008,2025-01-20,SKU0037,2025-03-09,2,2379.0
CUST000399,SKU0056,2024-07-25,SKU0032,2024-08-26,5,2698.3
CUST000401,SKU0098,2024-01-08,SKU0052,2024-07-24,3,1764.0
CUST000402,SKU0044,2024-01-24,SKU0011,2024-04-13,3,4203.15
CUST000403,SKU0054,2024-01-21,SKU0024,2024-04-18,3,1877.2
CUST000404,SKU0027,2024-02-11,SKU0036,2024-05-15,5,900.8
CUST000405,SKU0013,2024-02-11,SKU0052,2025-03-26,4,721.0
CUST000406,SKU0004,2025-08-12,,,1,2001.6
CUST000407,SKU0202,2024-05-29,,,1,1764.0
CUST000408,SKU0192,2024-04-22,SKU0011,2024-05-26,3,5384.0
CUST000409,SKU0126,2024-07-11,SKU0246,2025-02-16,5,988.95
CUST000411,SKU0031,2025-02-05,SKU0048,2025-03-14,2,2343.8
CUST000412,SKU0086,2025-10-29,,,1,792.3
CUST000414,SKU0053,2024-11-28,SKU0036,2025-02-23,2,3410.7
CUST000415,SKU0015,2024-08-16,SKU0269,2025-08-24,2,3150.9
CUST000416,SKU0165,2025-10-29,SKU0001,2025-11-11,2,1053.0
CUST000417,SKU0010,2024-06-30,SKU0050,2025-06-28,2,680.0
CUST000418,SKU0031,2024-09-02,,,1,1236.0
CUST000419,SKU0047,2024-03-22,,,1,1073.6
CUST000420,SKU0045,2025-05-30,,,1,1372.5
CUST000421,SKU0048,2024-11-26,SKU0042,2025-05-31,4,3180.8
CUST000423,SKU0001,2025-06-08,,,1,185.6
CUST000425,SKU0051,2024-11-09,SKU0010,2025-08-03,3,472.5
CUST000426,SKU0205,2024-10-08,SKU0035,2024-10-25,2,3358.8
CUST000427,SKU0049,2024-10-16,,,1,1057.5
CUST000428,SKU0004,2024-10-17,SKU0028,2025-02-20,3,2376.9
CUST000430,SKU0032,2024-01-28,SKU0033,2024-07-24,4,561.0
CUST000431,SKU0109,2025-11-05,,,1,902.7
CUST000432,SKU0049,2024-06-15,SKU0008,2024-07-06,6,5284.0
CUST000434,SKU0043,2024-10-08,SKU0043,2025-01-01,3,2259.0
